,req_turning,req_milling,plan,req_sheet_metal,req_sheet_metal_inserts,post_id_project,post_id_manuf,competing_manufacturers,is_manuf_bid,predBidProb
7936,1,1,urgent,0,0,4338,4753,"['1266', '421', '407']",0,0.14620192947822583
11578,1,1,urgent,0,0,4338,15212,"['1266', '421', '407']",0,0.11711778270680734
10364,1,1,urgent,0,0,4338,7490,"['1266', '421', '407']",0,0.10275792884857582
6722,1,1,urgent,0,0,4338,2184,"['1266', '421', '407']",0,0.0885440772086751
9995,0,1,quick,0,0,22772,5314,['19924'],0,0.3688913282359131
11816,0,1,quick,0,0,22772,15212,['19924'],0,0.27103516131964583
8174,0,1,quick,0,0,22772,4753,['19924'],0,0.2505609548442125
6960,0,1,quick,0,0,22772,2184,['19924'],0,0.22648967101447282
2104,0,1,quick,0,0,22772,770,['19924'],0,0.1807098979547068
10182,1,1,standard,0,0,39156,5314,"['15212', '5314', '29877']",1,0.3882999377879541
12003,1,1,standard,0,0,39156,15212,"['15212', '5314', '29877']",1,0.3588971462168598
7147,1,1,standard,0,0,39156,2184,"['15212', '5314', '29877']",0,0.2320897008628667
8361,1,1,standard,0,0,39156,4753,"['15212', '5314', '29877']",0,0.20589115982985465
21108,1,1,standard,0,0,39156,36004,"['15212', '5314', '29877']",0,0.1156471124570023
9818,1,0,quick,0,0,8443,5314,"['4753', '2184', '5011', '5314']",1,0.28021392878198476
11639,1,0,quick,0,0,8443,15212,"['4753', '2184', '5011', '5314']",0,0.1984831684081506
7997,1,0,quick,0,0,8443,4753,"['4753', '2184', '5011', '5314']",1,0.18212034602829513
6783,1,0,quick,0,0,8443,2184,"['4753', '2184', '5011', '5314']",1,0.16319238507412515
20744,1,0,quick,0,0,8443,36004,"['4753', '2184', '5011', '5314']",0,0.10557823686781487
10165,0,0,standard,1,1,37123,5314,"['5314', '15228', '2184']",1,0.2525896469876403
12593,0,0,standard,1,1,37123,15228,"['5314', '15228', '2184']",1,0.2484304312244712
11986,0,0,standard,1,1,37123,15212,"['5314', '15228', '2184']",0,0.22960583474913043
7130,0,0,standard,1,1,37123,2184,"['5314', '15228', '2184']",1,0.1386040284892661
8344,0,0,standard,1,1,37123,4753,"['5314', '15228', '2184']",0,0.12129144361133627
3079,0,0,urgent,1,0,4360,788,"['1266', '774']",0,0.4508269786636777
1865,0,0,urgent,1,0,4360,770,"['1266', '774']",0,0.1599694397119001
9756,0,0,urgent,1,0,4360,5314,"['1266', '774']",0,0.09901160767098867
7935,0,0,urgent,1,0,4360,4753,"['1266', '774']",0,0.08936915670974445
9149,0,0,urgent,1,0,4360,5011,"['1266', '774']",0,0.08823782051323677
9866,0,1,quick,0,0,12554,5314,"['5011', '742', '7490', '4753']",0,0.3688913282359131
11687,0,1,quick,0,0,12554,15212,"['5011', '742', '7490', '4753']",0,0.27103516131964583
8045,0,1,quick,0,0,12554,4753,"['5011', '742', '7490', '4753']",1,0.2505609548442125
6831,0,1,quick,0,0,12554,2184,"['5011', '742', '7490', '4753']",0,0.22648967101447282
1975,0,1,quick,0,0,12554,770,"['5011', '742', '7490', '4753']",0,0.1807098979547068
3415,0,0,urgent,1,0,30997,788,['788'],1,0.4508269786636777
2201,0,0,urgent,1,0,30997,770,['788'],0,0.1599694397119001
10092,0,0,urgent,1,0,30997,5314,['788'],0,0.09901160767098867
8271,0,0,urgent,1,0,30997,4753,['788'],0,0.08936915670974445
9485,0,0,urgent,1,0,30997,5011,['788'],0,0.08823782051323677
10019,0,0,quick,0,1,24862,5314,"['19928', '788', '15228']",0,0.25981841734709704
3342,0,0,quick,0,1,24862,788,"['19928', '788', '15228']",1,0.21081003277751806
11840,0,0,quick,0,1,24862,15212,"['19928', '788', '15228']",0,0.1825279331637147
8198,0,0,quick,0,1,24862,4753,"['19928', '788', '15228']",0,0.167206054355199
6984,0,0,quick,0,1,24862,2184,"['19928', '788', '15228']",0,0.14954473208257377
10257,0,0,standard,0,1,45343,5314,"['2184', '5314']",1,0.2700864006697801
12685,0,0,standard,0,1,45343,15228,"['2184', '5314']",0,0.26574151444221683
12078,0,0,standard,0,1,45343,15212,"['2184', '5314']",0,0.2460345958926901
7222,0,0,standard,0,1,45343,2184,"['2184', '5314']",1,0.1497874283213346
8436,0,0,standard,0,1,45343,4753,"['2184', '5314']",0,0.1312908686343774
10022,0,0,standard,0,0,24869,5314,['15228'],0,0.2848649678377532
12450,0,0,standard,0,0,24869,15228,['15228'],1,0.280373660111213
11843,0,0,standard,0,0,24869,15212,['15228'],0,0.25996582752124575
6987,0,0,standard,0,0,24869,2184,['15228'],0,0.1594211782245883
8201,0,0,standard,0,0,24869,4753,['15228'],0,0.139930783924719
9973,0,0,standard,0,0,20774,5314,"['5314', '4753', '15212']",1,0.2848649678377532
12401,0,0,standard,0,0,20774,15228,"['5314', '4753', '15212']",0,0.280373660111213
11794,0,0,standard,0,0,20774,15212,"['5314', '4753', '15212']",1,0.25996582752124575
6938,0,0,standard,0,0,20774,2184,"['5314', '4753', '15212']",0,0.1594211782245883
8152,0,0,standard,0,0,20774,4753,"['5314', '4753', '15212']",1,0.139930783924719
10255,0,0,standard,1,1,45355,5314,"['44404', '2184', '5314']",1,0.2525896469876403
12683,0,0,standard,1,1,45355,15228,"['44404', '2184', '5314']",0,0.2484304312244712
12076,0,0,standard,1,1,45355,15212,"['44404', '2184', '5314']",0,0.22960583474913043
7220,0,0,standard,1,1,45355,2184,"['44404', '2184', '5314']",1,0.1386040284892661
8434,0,0,standard,1,1,45355,4753,"['44404', '2184', '5314']",0,0.12129144361133627
9975,0,0,standard,0,0,20781,5314,['5314'],1,0.2848649678377532
12403,0,0,standard,0,0,20781,15228,['5314'],0,0.280373660111213
11796,0,0,standard,0,0,20781,15212,['5314'],0,0.25996582752124575
6940,0,0,standard,0,0,20781,2184,['5314'],0,0.1594211782245883
8154,0,0,standard,0,0,20781,4753,['5314'],0,0.139930783924719
9819,1,1,standard,1,0,8497,5314,"['770', '5011', '2184', '4753']",0,0.36699551564545296
11640,1,1,standard,1,0,8497,15212,"['770', '5011', '2184', '4753']",0,0.33831371417579104
6784,1,1,standard,1,0,8497,2184,"['770', '5011', '2184', '4753']",1,0.21632493412315584
7998,1,1,standard,1,0,8497,4753,"['770', '5011', '2184', '4753']",1,0.1914622454802743
20745,1,1,standard,1,0,8497,36004,"['770', '5011', '2184', '4753']",0,0.10669282011014311
3553,0,0,urgent,1,0,43317,788,"['788', '36004', '5314', '15228']",1,0.4508269786636777
2339,0,0,urgent,1,0,43317,770,"['788', '36004', '5314', '15228']",0,0.1599694397119001
10230,0,0,urgent,1,0,43317,5314,"['788', '36004', '5314', '15228']",1,0.09901160767098867
8409,0,0,urgent,1,0,43317,4753,"['788', '36004', '5314', '15228']",0,0.08936915670974445
9623,0,0,urgent,1,0,43317,5011,"['788', '36004', '5314', '15228']",0,0.08823782051323677
10210,1,1,standard,0,0,41271,5314,"['5314', '25719']",1,0.3882999377879541
12031,1,1,standard,0,0,41271,15212,"['5314', '25719']",0,0.3588971462168598
7175,1,1,standard,0,0,41271,2184,"['5314', '25719']",0,0.2320897008628667
8389,1,1,standard,0,0,41271,4753,"['5314', '25719']",0,0.20589115982985465
21136,1,1,standard,0,0,41271,36004,"['5314', '25719']",0,0.1156471124570023
9935,0,0,quick,0,0,18747,5314,"['4753', '5314', '15611']",1,0.2742462397222401
3258,0,0,quick,0,0,18747,788,"['4753', '5314', '15611']",0,0.2233375538334836
11756,0,0,quick,0,0,18747,15212,"['4753', '5314', '15611']",0,0.19378746777411002
8114,0,0,quick,0,0,18747,4753,"['4753', '5314', '15611']",1,0.1777259191699459
6900,0,0,quick,0,0,18747,2184,"['4753', '5314', '15611']",0,0.15916579486802973
9890,0,1,quick,0,0,14652,5314,"['4753', '5314']",1,0.3688913282359131
11711,0,1,quick,0,0,14652,15212,"['4753', '5314']",0,0.27103516131964583
8069,0,1,quick,0,0,14652,4753,"['4753', '5314']",1,0.2505609548442125
6855,0,1,quick,0,0,14652,2184,"['4753', '5314']",0,0.22648967101447282
1999,0,1,quick,0,0,14652,770,"['4753', '5314']",0,0.1807098979547068
10281,0,0,quick,1,0,47423,5314,['15228'],0,0.2565747300776959
3604,0,0,quick,1,0,47423,788,['15228'],0,0.20800624746954133
12102,0,0,quick,1,0,47423,15212,['15228'],0,0.1800145006277143
8460,0,0,quick,1,0,47423,4753,['15228'],0,0.16486105645209587
7246,0,0,quick,1,0,47423,2184,['15228'],0,0.1474035857716251
10045,0,1,quick,0,0,26950,5314,"['770', '19924', '15212']",0,0.3688913282359131
11866,0,1,quick,0,0,26950,15212,"['770', '19924', '15212']",1,0.27103516131964583
8224,0,1,quick,0,0,26950,4753,"['770', '19924', '15212']",0,0.2505609548442125
7010,0,1,quick,0,0,26950,2184,"['770', '19924', '15212']",0,0.22648967101447282
2154,0,1,quick,0,0,26950,770,"['770', '19924', '15212']",1,0.1807098979547068
9834,0,1,quick,1,0,10574,5314,['770'],0,0.3480458852807439
11655,0,1,quick,1,0,10574,15212,['770'],0,0.25349829089348286
8013,0,1,quick,1,0,10574,4753,['770'],0,0.23392372331850522
6799,0,1,quick,1,0,10574,2184,['770'],0,0.21100076900560558
1943,0,1,quick,1,0,10574,770,['770'],1,0.16767308206908538
10119,0,0,quick,1,0,33103,5314,"['19928', '788']",0,0.2565747300776959
3442,0,0,quick,1,0,33103,788,"['19928', '788']",1,0.20800624746954133
11940,0,0,quick,1,0,33103,15212,"['19928', '788']",0,0.1800145006277143
8298,0,0,quick,1,0,33103,4753,"['19928', '788']",0,0.16486105645209587
7084,0,0,quick,1,0,33103,2184,"['19928', '788']",0,0.1474035857716251
1901,0,1,urgent,0,0,6480,770,"['4753', '5314', '2184', '770']",1,0.24386905137423254
9792,0,1,urgent,0,0,6480,5314,"['4753', '5314', '2184', '770']",1,0.156912427457273
7971,0,1,urgent,0,0,6480,4753,"['4753', '5314', '2184', '770']",1,0.14252315914026073
9185,0,1,urgent,0,0,6480,5011,"['4753', '5314', '2184', '770']",0,0.14082299624530306
11613,0,1,urgent,0,0,6480,15212,"['4753', '5314', '2184', '770']",0,0.11407305875844377
9731,1,1,quick,0,0,2383,5314,"['742', '770', '1684']",0,0.37585195151871226
11552,1,1,quick,0,0,2383,15212,"['742', '770', '1684']",0,0.27695964137325035
7910,1,1,quick,0,0,2383,4753,"['742', '770', '1684']",0,0.25619518324745627
6696,1,1,quick,0,0,2383,2184,"['742', '770', '1684']",0,0.23175000157024525
20657,1,1,quick,0,0,2383,36004,"['742', '770', '1684']",0,0.1543977865123823
10231,1,0,quick,0,0,43345,5314,['36004'],0,0.28021392878198476
12052,1,0,quick,0,0,43345,15212,['36004'],0,0.1984831684081506
8410,1,0,quick,0,0,43345,4753,['36004'],0,0.18212034602829513
7196,1,0,quick,0,0,43345,2184,['36004'],0,0.16319238507412515
21157,1,0,quick,0,0,43345,36004,['36004'],1,0.10557823686781487
10093,0,1,quick,0,0,31062,5314,"['15212', '25719', '21576']",0,0.3688913282359131
11914,0,1,quick,0,0,31062,15212,"['15212', '25719', '21576']",1,0.27103516131964583
8272,0,1,quick,0,0,31062,4753,"['15212', '25719', '21576']",0,0.2505609548442125
7058,0,1,quick,0,0,31062,2184,"['15212', '25719', '21576']",0,0.22648967101447282
2202,0,1,quick,0,0,31062,770,"['15212', '25719', '21576']",0,0.1807098979547068
10116,0,1,quick,0,0,33110,5314,"['770', '15212', '5314']",1,0.3688913282359131
11937,0,1,quick,0,0,33110,15212,"['770', '15212', '5314']",1,0.27103516131964583
8295,0,1,quick,0,0,33110,4753,"['770', '15212', '5314']",0,0.2505609548442125
7081,0,1,quick,0,0,33110,2184,"['770', '15212', '5314']",0,0.22648967101447282
2225,0,1,quick,0,0,33110,770,"['770', '15212', '5314']",1,0.1807098979547068
9770,0,1,quick,0,0,4440,5314,['740'],0,0.3688913282359131
11591,0,1,quick,0,0,4440,15212,['740'],0,0.27103516131964583
7949,0,1,quick,0,0,4440,4753,['740'],0,0.2505609548442125
6735,0,1,quick,0,0,4440,2184,['740'],0,0.22648967101447282
1879,0,1,quick,0,0,4440,770,['740'],0,0.1807098979547068
9758,1,1,quick,1,0,4450,5314,"['1276', '788', '2184', '770', '1266']",0,0.35483432280492155
11579,1,1,quick,1,0,4450,15212,"['1276', '788', '2184', '770', '1266']",0,0.25917572765571195
7937,1,1,quick,1,0,4450,4753,"['1276', '788', '2184', '770', '1266']",0,0.23930329710394535
6723,1,1,quick,1,0,4450,2184,"['1276', '788', '2184', '770', '1266']",1,0.21600181858648582
20684,1,1,quick,1,0,4450,36004,"['1276', '788', '2184', '770', '1266']",0,0.14292803495986492
9891,1,1,quick,0,0,14690,5314,['4753'],0,0.37585195151871226
11712,1,1,quick,0,0,14690,15212,['4753'],0,0.27695964137325035
8070,1,1,quick,0,0,14690,4753,['4753'],1,0.25619518324745627
6856,1,1,quick,0,0,14690,2184,['4753'],0,0.23175000157024525
20817,1,1,quick,0,0,14690,36004,['4753'],0,0.1543977865123823
10282,0,1,quick,0,0,47463,5314,"['15212', '36004', '5314', '44404']",1,0.3688913282359131
12103,0,1,quick,0,0,47463,15212,"['15212', '36004', '5314', '44404']",1,0.27103516131964583
8461,0,1,quick,0,0,47463,4753,"['15212', '36004', '5314', '44404']",0,0.2505609548442125
7247,0,1,quick,0,0,47463,2184,"['15212', '36004', '5314', '44404']",0,0.22648967101447282
2391,0,1,quick,0,0,47463,770,"['15212', '36004', '5314', '44404']",0,0.1807098979547068
3290,0,0,urgent,0,0,20840,788,"['4753', '770']",0,0.4733587456177517
2076,0,0,urgent,0,0,20840,770,"['4753', '770']",1,0.17253144578248922
9967,0,0,urgent,0,0,20840,5314,"['4753', '770']",0,0.10739875127559101
8146,0,0,urgent,0,0,20840,4753,"['4753', '770']",1,0.09702746206921489
9360,0,0,urgent,0,0,20840,5011,"['4753', '770']",0,0.09580937840485486
9936,1,1,quick,1,1,18797,5314,"['15611', '4753', '5314']",1,0.3381421774050175
11757,1,1,quick,1,1,18797,15212,"['15611', '4753', '5314']",0,0.24527280337915208
8115,1,1,quick,1,1,18797,4753,"['15611', '4753', '5314']",1,0.22614097961219193
6901,1,1,quick,1,1,18797,2184,"['15611', '4753', '5314']",0,0.20377781374806914
20862,1,1,quick,1,1,18797,36004,"['15611', '4753', '5314']",0,0.13413191822594436
9909,0,1,quick,0,0,16751,5314,"['5314', '5011', '4753']",1,0.3688913282359131
11730,0,1,quick,0,0,16751,15212,"['5314', '5011', '4753']",0,0.27103516131964583
8088,0,1,quick,0,0,16751,4753,"['5314', '5011', '4753']",1,0.2505609548442125
6874,0,1,quick,0,0,16751,2184,"['5314', '5011', '4753']",0,0.22648967101447282
2018,0,1,quick,0,0,16751,770,"['5314', '5011', '4753']",0,0.1807098979547068
9993,0,0,standard,0,1,22895,5314,"['19928', '15212']",0,0.2700864006697801
12421,0,0,standard,0,1,22895,15228,"['19928', '15212']",0,0.26574151444221683
11814,0,0,standard,0,1,22895,15212,"['19928', '15212']",1,0.2460345958926901
6958,0,0,standard,0,1,22895,2184,"['19928', '15212']",0,0.1497874283213346
8172,0,0,standard,0,1,22895,4753,"['19928', '15212']",0,0.1312908686343774
10211,0,0,standard,1,1,41340,5314,['15228'],0,0.2525896469876403
12639,0,0,standard,1,1,41340,15228,['15228'],1,0.2484304312244712
12032,0,0,standard,1,1,41340,15212,['15228'],0,0.22960583474913043
7176,0,0,standard,1,1,41340,2184,['15228'],0,0.1386040284892661
8390,0,0,standard,1,1,41340,4753,['15228'],0,0.12129144361133627
9994,1,0,standard,0,0,22914,5314,"['19924', '15212', '4753', '5011', '21576']",0,0.2909710839408938
11815,1,0,standard,0,0,22914,15212,"['19924', '15212', '4753', '5011', '21576']",1,0.2657365506863152
6959,1,0,standard,0,0,22914,2184,"['19924', '15212', '4753', '5011', '21576']",0,0.16345297321898977
8173,1,0,standard,0,0,22914,4753,"['19924', '15212', '4753', '5011', '21576']",1,0.14355384286301084
20920,1,0,standard,0,0,22914,36004,"['19924', '15212', '4753', '5011', '21576']",0,0.07795076730512396
9771,0,1,quick,0,0,4485,5314,['740'],0,0.3688913282359131
11592,0,1,quick,0,0,4485,15212,['740'],0,0.27103516131964583
7950,0,1,quick,0,0,4485,4753,['740'],0,0.2505609548442125
6736,0,1,quick,0,0,4485,2184,['740'],0,0.22648967101447282
1880,0,1,quick,0,0,4485,770,['740'],0,0.1807098979547068
10256,0,0,standard,1,0,45446,5314,"['5314', '44404', '1714']",1,0.2667607229422619
12684,0,0,standard,1,0,45446,15228,"['5314', '44404', '1714']",0,0.26245010024466964
12077,0,0,standard,1,0,45446,15212,"['5314', '44404', '1714']",0,0.2429065190726366
7221,0,0,standard,1,0,45446,2184,"['5314', '44404', '1714']",0,0.1476434103976142
8435,0,0,standard,1,0,45446,4753,"['5314', '44404', '1714']",0,0.12937131957813952
10184,0,0,standard,1,0,39303,5314,['5314'],1,0.2667607229422619
12612,0,0,standard,1,0,39303,15228,['5314'],0,0.26245010024466964
12005,0,0,standard,1,0,39303,15212,['5314'],0,0.2429065190726366
7149,0,0,standard,1,0,39303,2184,['5314'],0,0.1476434103976142
8363,0,0,standard,1,0,39303,4753,['5314'],0,0.12937131957813952
10117,0,0,standard,1,0,33160,5314,['19928'],0,0.2667607229422619
12545,0,0,standard,1,0,33160,15228,['19928'],0,0.26245010024466964
11938,0,0,standard,1,0,33160,15212,['19928'],0,0.2429065190726366
7082,0,0,standard,1,0,33160,2184,['19928'],0,0.1476434103976142
8296,0,0,standard,1,0,33160,4753,['19928'],0,0.12937131957813952
9820,1,0,standard,1,1,8588,5314,"['788', '2184', '7490']",0,0.25825377367196956
11641,1,0,standard,1,1,8588,15212,"['788', '2184', '7490']",0,0.2349165594534326
6785,1,0,standard,1,1,8588,2184,"['788', '2184', '7490']",1,0.1421984149056688
7999,1,0,standard,1,1,8588,4753,"['788', '2184', '7490']",0,0.12450175759441305
20746,1,0,standard,1,1,8588,36004,"['788', '2184', '7490']",0,0.06692498611293804
9886,0,1,quick,0,0,14739,5314,"['5011', '770', '4753', '5314']",1,0.3688913282359131
11707,0,1,quick,0,0,14739,15212,"['5011', '770', '4753', '5314']",0,0.27103516131964583
8065,0,1,quick,0,0,14739,4753,"['5011', '770', '4753', '5314']",1,0.2505609548442125
6851,0,1,quick,0,0,14739,2184,"['5011', '770', '4753', '5314']",0,0.22648967101447282
1995,0,1,quick,0,0,14739,770,"['5011', '770', '4753', '5314']",1,0.1807098979547068
10049,0,1,standard,0,0,27027,5314,['5314'],1,0.38124959899180205
11870,0,1,standard,0,0,27027,15212,['5314'],0,0.35207339807839666
7014,0,1,standard,0,0,27027,2184,['5314'],0,0.22682393624593855
8228,0,1,standard,0,0,27027,4753,['5314'],0,0.20106416566771976
9442,0,1,standard,0,0,27027,5011,['5314'],0,0.12583259236200184
9759,1,1,quick,0,0,4499,5314,"['407', '887']",0,0.37585195151871226
11580,1,1,quick,0,0,4499,15212,"['407', '887']",0,0.27695964137325035
7938,1,1,quick,0,0,4499,4753,"['407', '887']",0,0.25619518324745627
6724,1,1,quick,0,0,4499,2184,"['407', '887']",0,0.23175000157024525
20685,1,1,quick,0,0,4499,36004,"['407', '887']",0,0.1543977865123823
9733,1,1,standard,0,0,2456,5314,"['756', '770', '2184']",0,0.3882999377879541
11554,1,1,standard,0,0,2456,15212,"['756', '770', '2184']",0,0.3588971462168598
6698,1,1,standard,0,0,2456,2184,"['756', '770', '2184']",1,0.2320897008628667
7912,1,1,standard,0,0,2456,4753,"['756', '770', '2184']",0,0.20589115982985465
20659,1,1,standard,0,0,2456,36004,"['756', '770', '2184']",0,0.1156471124570023
10311,0,0,quick,1,0,49562,5314,"['1714', '5314', '36004']",1,0.2565747300776959
3634,0,0,quick,1,0,49562,788,"['1714', '5314', '36004']",0,0.20800624746954133
12132,0,0,quick,1,0,49562,15212,"['1714', '5314', '36004']",0,0.1800145006277143
8490,0,0,quick,1,0,49562,4753,"['1714', '5314', '36004']",0,0.16486105645209587
7276,0,0,quick,1,0,49562,2184,"['1714', '5314', '36004']",0,0.1474035857716251
10283,0,0,standard,1,0,47515,5314,"['5314', '5314', '15228', '23710', '1714']",1,0.2667607229422619
12711,0,0,standard,1,0,47515,15228,"['5314', '5314', '15228', '23710', '1714']",1,0.26245010024466964
12104,0,0,standard,1,0,47515,15212,"['5314', '5314', '15228', '23710', '1714']",0,0.2429065190726366
7248,0,0,standard,1,0,47515,2184,"['5314', '5314', '15228', '23710', '1714']",0,0.1476434103976142
8462,0,0,standard,1,0,47515,4753,"['5314', '5314', '15228', '23710', '1714']",0,0.12937131957813952
9760,1,1,quick,0,0,4511,5314,"['887', '407']",0,0.37585195151871226
11581,1,1,quick,0,0,4511,15212,"['887', '407']",0,0.27695964137325035
7939,1,1,quick,0,0,4511,4753,"['887', '407']",0,0.25619518324745627
6725,1,1,quick,0,0,4511,2184,"['887', '407']",0,0.23175000157024525
20686,1,1,quick,0,0,4511,36004,"['887', '407']",0,0.1543977865123823
9870,1,1,urgent,1,1,12706,5314,['5011'],0,0.139915579221788
8049,1,1,urgent,1,1,12706,4753,['5011'],0,0.12685045090474387
11691,1,1,urgent,1,1,12706,15212,['5011'],0,0.10115980918705457
10477,1,1,urgent,1,1,12706,7490,['5011'],0,0.08856030398380842
6835,1,1,urgent,1,1,12706,2184,['5011'],0,0.07614365775091551
9887,0,0,quick,1,0,14755,5314,"['788', '5314', '774']",1,0.2565747300776959
3210,0,0,quick,1,0,14755,788,"['788', '5314', '774']",1,0.20800624746954133
11708,0,0,quick,1,0,14755,15212,"['788', '5314', '774']",0,0.1800145006277143
8066,0,0,quick,1,0,14755,4753,"['788', '5314', '774']",0,0.16486105645209587
6852,0,0,quick,1,0,14755,2184,"['788', '5314', '774']",0,0.1474035857716251
10032,0,0,standard,0,0,25003,5314,"['15212', '5011']",0,0.2848649678377532
12460,0,0,standard,0,0,25003,15228,"['15212', '5011']",0,0.280373660111213
11853,0,0,standard,0,0,25003,15212,"['15212', '5011']",1,0.25996582752124575
6997,0,0,standard,0,0,25003,2184,"['15212', '5011']",0,0.1594211782245883
8211,0,0,standard,0,0,25003,4753,"['15212', '5011']",0,0.139930783924719
9970,1,1,quick,1,1,20907,5314,['4753'],0,0.3381421774050175
11791,1,1,quick,1,1,20907,15212,['4753'],0,0.24527280337915208
8149,1,1,quick,1,1,20907,4753,['4753'],1,0.22614097961219193
